10591	23720	5
234	7024	5
6350	20340	5
6889	6768	5
4849	14275	4
13793	14451	2
14283	85	5
9065	10932	4
7852	2529	5
3544	31393	5
8846	22658	4
14150	22657	5
4071	1186	5
1564	12396	2
10175	2450	5
15106	25434	4
3296	27076	4
3375	16401	5
9219	27876	5
1165	17605	3
5166	2578	5
2310	18488	3
727	6601	4
198	8020	5
20876	34026	2
10279	6639	5
10386	2674	3
1790	10595	5
13095	7900	4
6744	13303	5
11210	16513	5
2368	550	3
9003	881	1
1918	20318	3
413	10473	5
725	10833	5
281	11193	1
8734	21941	5
2858	10193	2
345	3692	5
6115	14621	5
453	16794	5
2846	29569	4
2080	20281	4
6766	3173	2
7275	5000	3
6420	1002	5
2575	29886	4
15406	2799	5
12857	34040	4
17598	23070	5
10145	7586	5
13579	4548	4
4308	14669	5
5723	1699	5
692	13219	3
519	17969	4
4677	27340	4
5114	20005	4
17333	17076	5
7588	18394	5
3289	903	5
11285	15538	5
8526	790	1
4407	5038	4
3102	7532	2
8309	85	4
353	2728	5
15765	7217	5
4379	18863	3
5643	3095	5
6060	1479	5
7013	4302	4
8790	17424	2
459	2371	4
67	2893	5
7871	8083	5
2144	7757	5
627	4749	4
1814	2452	4
11094	2574	5
1284	8094	3
11898	33972	5
8226	8067	5
5440	1292	1
9481	10803	5
573	18504	5
15328	19971	5
4833	1871	2
9054	7177	5
8105	2803	4
1786	6120	5
1084	19012	4
3985	17125	5
13993	30352	4
6223	20438	5
405	14886	4
3305	29770	5
19186	12543	5
14006	9422	5
11563	19248	5
747	18045	3
10691	533	4
1959	15319	3
4903	19756	4
1667	7356	3
711	1728	5
2976	30598	4
4194	24428	5
5605	19441	5
897	20826	5
357	2814	4
13382	563	5
11181	1093	5
16251	19216	4
5339	1189	4
9741	6724	5
3858	31670	4
18509	14360	3
13793	16185	5
10454	1304	4
106	4544	4
10723	25621	4
6455	5580	4
1860	4149	4
11222	11080	5
1284	348	5
17877	6364	4
17829	29917	3
1167	1134	2
1216	16316	1
1092	12965	4
3008	22331	4
7829	17958	3
10000	2590	5
8489	18116	5
10397	25066	5
13107	17305	2
941	13915	4
1625	14095	5
1835	7217	5
3456	19291	4
5279	687	3
1022	20193	3
9140	3742	1
9027	17085	4
14755	26494	2
1024	23601	3
19469	2371	5
8099	10213	2
427	16034	5
514	1704	5
9322	740	4
5508	2489	5
6707	10746	4
11599	15859	3
4016	22394	5
9069	17317	3
9114	3670	4
673	20094	5
6368	19019	4
1592	1132	3
3785	9322	2
4897	14960	5
3562	12627	5
3091	11282	5
362	12222	4
1818	27916	4
1323	25705	4
1660	1751	5
16	525	1
3823	417	1
7146	19203	2
1065	8110	5
603	4447	4
1797	10197	5
9061	30283	5
353	5427	3
2027	2529	4
2269	17545	5
2332	11891	4
11155	23570	5
5038	14945	4
1507	6498	5
17820	19539	5
1502	19038	4
2439	9206	4
5839	6388	1
17290	7442	3
1723	10454	2
5345	21232	5
1653	13840	4
7961	24104	5
1311	4337	5
2481	26968	5
15495	26653	5
2269	12117	5
5969	8564	5
438	16433	1
136	1822	3
3612	1106	5
4493	14107	4
7290	16522	4
6350	15776	5
7714	11418	3
15150	10866	5
2135	29042	4
16853	14906	5
6653	23292	5
4951	3901	3
13346	5753	4
11274	6617	5
971	20691	5
8234	1454	4
1883	7821	5
2145	8099	4
4399	15104	4
3688	10665	5
3824	25642	4
10867	3580	1
3372	28851	4
1748	15006	4
301	11860	5
14827	21272	4
2648	8038	4
12063	11816	5
11782	30184	5
2309	2626	5
9983	1676	4
6595	6675	1
3491	11650	5
2554	29844	4
429	931	4
13071	23436	4
17814	26305	5
8077	20003	4
2214	17162	1
17940	1335	3
7852	6438	5
897	1378	4
1624	27045	5
18043	17746	5
8175	24101	5
1604	488	5
13228	9986	5
1671	20324	2
1213	7520	4
794	12692	5
604	17337	5
1648	8584	5
13697	2585	5
1526	26698	3
8297	28725	4
1376	18164	5
1115	7154	5
2225	3891	2
1326	21188	3
8234	21484	5
3159	5100	5
16228	29884	5
3814	17324	5
20692	26699	4
11003	11839	4
10037	27806	5
411	9283	3
234	9549	1
1550	20294	5
269	10530	4
793	9402	5
357	12241	3
3060	20061	5
8776	7789	4
79	3431	4
4950	23305	2
1501	26500	1
731	21049	2
5800	27899	4
1164	14123	4
16157	16649	4
228	9086	1
11468	293	4
1642	4689	5
1408	18368	4
11110	25289	2
1360	25874	3
1897	8128	5
922	22689	4
8492	2247	5
2237	11901	5
13905	222	5
1979	8012	5
14979	23931	5
1614	925	4
9199	16932	4
2643	143	4
5680	27352	3
2245	2021	4
391	2950	5
8991	8990	4
5817	32994	5
4184	31591	4
718	12125	1
10381	30556	5
526	918	5
429	7864	2
15091	17222	2
1055	10915	2
3642	11515	5
8677	1088	3
71	3032	5
2882	10702	5
375	1993	5
4903	11684	5
11932	1989	4
1768	19209	5
4853	32425	3
2255	8038	4
19334	2540	5
3282	6109	4
5839	3005	5
16795	2661	4
9011	24092	5
233	9308	5
16192	15227	4
1047	5288	3
328	310	3
16759	6286	5
4535	20052	5
3573	11853	5
12682	2775	5
1184	9555	3
2302	15727	1
1935	15959	4
3871	20773	4
8436	11711	1
1449	20323	5
2956	30568	5
5755	10544	2
13693	4679	3
2772	11783	5
1112	24400	5
1784	10634	1
11968	2004	5
699	10327	5
16228	23204	5
1038	23737	5
5027	2461	4
19756	28322	5
430	5685	5
3389	16317	3
11285	14403	3
9152	13113	4
3190	4878	3
1049	23232	4
4759	18465	3
11885	1973	3
4069	17658	5
4441	8990	5
4110	19395	4
2143	5682	5
5872	7151	5
224	9031	5
567	333	5
6055	12712	5
5148	32606	4
2552	22957	3
13889	19299	5
2652	7244	5
4067	26889	5
7996	7685	3
3788	6844	2
1651	3553	3
2646	5356	5
18084	12158	5
3257	14598	4
5237	518	1
7115	8572	4
14560	16023	1
9870	17870	1
1660	3374	5
46	1811	4
7346	33503	4
377	7263	5
2252	23033	5
14387	10462	5
5595	15840	2
16697	7367	3
2324	16938	1
2439	17581	2
6639	907	4
1389	10383	3
10840	9351	5
1894	23126	3
3422	31236	5
588	18742	5
1692	2589	3
6329	5827	4
7476	212	5
8358	11165	4
8409	17486	4
5404	27617	3
88	3858	4
4249	7820	2
637	11525	5
1959	14922	3
1344	2625	5
1692	1230	3
3464	3743	4
18696	18987	4
1015	11182	5
1310	20598	3
1505	7342	1
4027	19042	3
2725	13900	5
18345	33269	5
13784	8094	2
10848	19665	4
6363	17810	5
9889	27102	4
3220	14127	3
12101	13508	3
6720	10062	5
4114	13198	5
317	9248	3
5626	18500	5
4762	24097	5
18886	16005	3
8406	26523	4
12613	8358	4
2315	17264	2
997	8323	5
11138	22936	4
10219	8813	5
13730	517	3
6550	224	5
13201	24645	2
2158	9169	4
2994	1495	3
12643	22215	4
8745	16716	3
1170	24928	4
22	636	5
19423	33466	5
1121	11376	3
664	2889	2
1017	23487	5
9717	17182	5
394	7798	1
9504	1304	5
416	7502	4
712	4561	4
14245	26760	4
2228	10280	5
5622	10656	5
4953	4590	5
4721	24126	4
15150	29613	4
15551	29509	3
12528	1434	5
46	1797	4
5265	32668	2
1075	24119	1
1910	1113	4
4928	25440	3
5755	9025	5
1562	25332	5
13630	18475	4
1640	19732	5
961	5723	5
4681	3083	3
3432	8691	5
2017	28769	4
1902	20791	5
2235	6965	4
6920	26687	2
703	1806	3
1714	2616	5
2039	5373	3
3514	21	4
7338	9404	5
13723	16513	5
13793	17941	4
7969	27270	3
16690	302	5
362	6860	1
12619	3100	5
1217	15097	4
383	14493	1
234	9457	5
5458	27502	3
286	1288	3
6374	32026	1
26	917	4
2194	18405	1
685	11185	5
8503	3657	5
12440	33062	5
5343	15578	5
14565	14790	4
690	20336	1
4639	19056	4
12142	9166	4
15998	902	5
15004	28789	5
8077	14457	5
3051	348	3
4173	11224	5
7086	21223	5
8827	26036	3
492	17647	4
6078	8757	1
4337	9419	1
15380	22884	4
2539	2508	4
735	21350	3
977	3924	4
8070	24329	5
7660	2525	4
15777	28116	3
7851	8922	3
6955	2363	4
16490	25037	5
12604	1645	4
3159	30602	4
18781	3329	4
10453	14235	4
11855	17218	4
9458	31775	2
7576	2019	5
4065	17308	2
3747	5958	4
11699	15084	5
1572	10393	4
16656	32825	3
2429	27122	4
2829	5111	1
3778	12201	4
6169	11717	2
6033	16277	4
5052	21531	4
13116	29498	5
620	7217	4
16498	14789	1
8688	9269	5
1799	3076	4
5650	5575	5
3685	8249	3
10789	22277	4
1747	6459	4
6529	14498	1
7783	17076	5
19056	13481	4
328	13208	4
3362	11298	4
9058	19418	4
9956	8273	4
1267	1011	4
11886	31274	4
8077	992	2
2072	7388	4
14394	11149	5
683	10645	4
12530	12405	5
38	1324	3
318	2182	5
4040	29964	4
4825	30446	5
2518	14140	5
9473	2587	5
3099	28109	5
277	4117	5
11604	20667	1
8663	24603	1
9775	20852	4
601	19007	4
2976	6981	3
3568	10795	5
1164	5335	4
8497	14089	1
13273	26685	5
14999	24905	5
747	4212	5
17832	11987	2
4979	26331	2
10393	6578	3
362	3821	5
8854	33776	5
3135	5618	5
1810	30	5
1802	5880	5
1872	1631	5
10453	5537	4
8300	4970	5
1671	22781	3
4451	6549	3
18662	30083	5
385	11528	4
575	9991	5
496	15346	4
10441	1675	5
5605	18365	3
3198	2128	3
3676	28130	3
11834	17325	1
907	12726	5
719	5590	2
1131	14598	4
5569	10694	5
6438	5772	5
535	18121	5
330	555	4
10409	21202	5
1331	6093	4
14681	3913	4
2888	6728	3
2387	4619	4
12410	212	5
4745	6420	5
1792	16781	5
2439	27648	4
779	21825	4
2256	622	3
2539	28296	5
755	21614	3
306	2816	4
13731	7134	5
8462	19930	5
1447	3179	5
1680	156	5
645	12921	5
6143	8626	5
3634	13924	4
6463	17640	5
7834	331	5
9465	212	4
4874	8789	1
14447	11969	3
6065	6529	1
6431	3680	3
7952	17909	5
12287	11248	5
4631	9220	5
5518	16645	1
1997	9346	4
1889	28224	5
1718	4340	5
3924	15089	4
2885	30500	5
1811	10589	4
8824	3971	5
11296	33896	5
12619	32655	5
9210	4003	1
664	19942	4
1024	2450	5
10005	15401	5
905	4081	5
2215	17691	4
8510	21639	4
18031	28457	4
12414	27643	5
7240	3173	5
1	44	4
6812	5936	5
1737	11778	4
13652	22295	4
7867	28689	4
718	1668	2
5476	7081	1
15641	341	5
2054	16894	5
3277	3638	5
14455	32408	5
4157	2232	3
172	7038	4
9519	14906	5
418	6557	5
2671	13776	3
17345	13160	3
5405	2792	5
10279	3542	4
7296	11528	1
2484	15259	4
13455	24624	5
319	12608	5
7067	2078	5
12814	22833	1
3070	20068	4
5876	14063	5
2387	6119	4
6303	2836	3
734	3099	5
19568	13427	4
377	10840	4
6319	9282	4
10854	5596	4
2607	20818	5
4933	14922	3
8234	25608	3
105	4529	3
20627	21439	5
630	19425	4
14220	7307	5
3201	14458	2
2793	30374	4
5391	32774	5
1560	5314	5
12204	8325	4
248	10032	1
12884	10451	5
4648	1043	4
8208	9140	1
971	5366	5
4378	9964	4
3477	27644	4
805	22112	5
4848	20913	4
18590	929	3
7546	5362	4
1023	15347	5
13906	3819	4
14824	5721	1
2488	18148	5
14483	14343	4
4535	14906	4
10674	1017	3
5291	20298	2
14882	30582	4
10379	13042	5
15655	21	2
2964	19864	3
7574	2492	5
6493	15757	5
1730	5954	5
9182	6216	4
3871	23015	5
14916	3502	4
8209	8109	5
3113	30467	4
