2149	17096	1
1324	25712	5
16309	3819	4
13009	28171	5
5761	5894	5
17118	11031	5
3522	12369	5
10350	33850	4
13815	22900	5
2159	12442	3
2133	3176	4
1440	1434	4
9506	25224	5
2634	17484	4
6772	14127	4
11999	11734	5
13527	27933	4
7122	12903	5
1202	1954	5
4339	16025	4
885	1588	5
9299	1880	3
2355	767	5
16796	30786	2
13578	16028	1
1345	12608	5
1389	9929	4
13068	29772	5
11193	17309	5
894	6126	4
550	17780	4
10341	25050	5
15640	15084	5
223	8984	5
8101	20872	3
556	9059	5
4227	27488	4
5774	30658	3
186	7828	5
9107	2802	1
10448	16873	5
9130	10573	5
9111	9408	5
14010	15262	5
827	13147	5
2387	23408	1
14390	25337	2
17708	4327	5
720	6845	1
7460	19600	3
380	14379	5
17231	27613	5
9143	7448	4
7076	22931	5
3785	23569	5
9769	1354	5
17695	924	5
1507	1995	4
7724	20208	4
2530	2728	5
682	10998	5
11229	10544	5
564	6582	5
11497	1458	5
13844	30257	4
1056	14000	1
4157	6295	5
1814	13635	4
13583	33559	3
6208	32175	4
462	15585	3
2393	10316	5
8112	33589	1
362	13881	5
3918	7215	4
14183	2780	5
3112	24565	2
4772	11944	5
18635	30800	5
19906	17196	5
5339	20779	3
11437	5706	4
19383	4733	4
8002	21908	5
16951	7271	5
4899	23892	4
1927	3270	4
7830	5651	5
9637	2448	4
3028	15185	2
353	13735	4
15348	137	4
5955	3614	4
3256	12664	5
4278	19987	5
6183	8678	5
15931	16304	5
3338	10745	3
5890	6286	4
3188	9365	5
21069	33270	5
1127	22865	5
12796	24303	3
7077	20784	3
5629	7487	4
341	1401	4
20258	22137	5
1909	17582	1
740	21407	4
11780	23808	4
433	16247	4
20137	25196	2
8421	2971	4
5817	25066	4
4726	2529	5
2587	24736	4
719	2786	1
2630	9100	5
15273	19063	5
1651	18123	5
16837	14130	2
1334	2660	1
5575	15908	5
14829	6761	5
10090	2993	4
5483	8380	5
14693	2731	5
5607	18502	5
11732	17548	5
543	12593	3
2767	10311	4
8266	3502	5
3248	1212	2
7691	1969	4
12207	11704	5
2242	28513	5
2387	2586	2
18574	15266	2
431	8961	5
1980	1698	3
1049	23235	4
6296	352	1
4903	20840	1
10748	24584	5
4080	5819	5
4812	91	5
1520	11359	5
11530	17309	4
4109	16926	2
8269	8461	4
8049	28847	5
459	10502	4
3119	24474	4
1644	27114	4
972	3104	3
4569	11614	5
2302	7827	4
4328	11765	4
731	20935	2
2493	16100	3
1240	20882	4
266	6403	5
1049	9237	4
17703	18016	3
20896	18045	4
19751	3037	5
2251	3105	2
9004	18458	4
9048	26755	4
6508	30529	2
595	12758	5
12712	24705	1
17025	2207	2
14175	1582	5
1551	26783	3
18106	26160	3
9389	20608	5
3820	22454	5
2209	29211	5
11683	21254	4
7101	1484	5
496	14749	5
4013	16788	5
6670	25723	5
7515	7215	5
10785	930	1
941	18112	5
2433	9123	5
9632	6682	5
1172	8978	1
8549	10065	2
15804	11756	5
14503	23834	4
6138	1590	5
